fold,experiment,C,balanced_accuracy,macro_f1,negative_log_likelihood,code_C,face_C,alpha_face
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,1.0,0.0
1,fusion_trial_delta,,0.3710548172757475,0.36904633107164747,1.1054742725213604,0.001,1.0,0.1
1,fusion_trial_delta,,0.3710548172757475,0.36904633107164747,1.289662372086156,0.001,1.0,0.25
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,1.8087681906462074,0.001,1.0,0.5
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,2.442287787897889,0.001,1.0,0.75
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,2.8466183710772976,0.001,1.0,0.9
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,3.1219796198988132,0.001,1.0,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,10.0,0.0
1,fusion_trial_delta,,0.38833056478405314,0.3859727157218196,1.143454507921181,0.001,10.0,0.1
1,fusion_trial_delta,,0.3633028792912514,0.3606075125062467,1.4833784450220466,0.001,10.0,0.25
1,fusion_trial_delta,,0.3633028792912514,0.3606075125062467,2.3280647774946956,0.001,10.0,0.5
1,fusion_trial_delta,,0.35555094130675524,0.35202991452991456,3.286936809877943,0.001,10.0,0.75
1,fusion_trial_delta,,0.35555094130675524,0.35202991452991456,3.8824884651027913,0.001,10.0,0.9
1,fusion_trial_delta,,0.35555094130675524,0.35202991452991456,4.284113337560815,0.001,10.0,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.001,0.0
1,fusion_trial_delta,,0.6397840531561462,0.638784774279527,0.9633751800584532,0.01,0.001,0.1
1,fusion_trial_delta,,0.6397840531561462,0.6372787226657411,0.9764628607104628,0.01,0.001,0.25
1,fusion_trial_delta,,0.5039867109634552,0.4987188057040998,1.0058726960230462,0.01,0.001,0.5
1,fusion_trial_delta,,0.43220514950166117,0.4288870333646453,1.0444462712417049,0.01,0.001,0.75
1,fusion_trial_delta,,0.40296926910299,0.40212170078438225,1.0717671877815003,0.01,0.001,0.9
1,fusion_trial_delta,,0.3874653931339978,0.3862017075118236,1.0916366830739774,0.01,0.001,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.01,0.0
1,fusion_trial_delta,,0.6302602436323367,0.6263821956050468,0.9609483821343451,0.01,0.01,0.1
1,fusion_trial_delta,,0.5263358250276855,0.5288883353399483,0.9846531610636572,0.01,0.01,0.25
1,fusion_trial_delta,,0.42887596899224806,0.4297925929733481,1.065829793275219,0.01,0.01,0.5
1,fusion_trial_delta,,0.395203488372093,0.39534359321269524,1.190161463937553,0.01,0.01,0.75
1,fusion_trial_delta,,0.37703488372093025,0.3768383768383769,1.2810593938502306,0.01,0.01,0.9
1,fusion_trial_delta,,0.3692829457364341,0.3686079241634797,1.3471864978001098,0.01,0.01,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.1,0.0
1,fusion_trial_delta,,0.5677602436323367,0.5677564223352806,0.9723690279335813,0.01,0.1,0.1
1,fusion_trial_delta,,0.4375069213732004,0.43804067483484604,1.059754111278465,0.01,0.1,0.25
1,fusion_trial_delta,,0.37703488372093025,0.37667536267892393,1.3306934865563438,0.01,0.1,0.5
1,fusion_trial_delta,,0.361531007751938,0.3603655603655604,1.6955456061469647,0.01,0.1,0.75
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,1.9402569487469146,0.01,0.1,0.9
1,fusion_trial_delta,,0.3537790697674419,0.3519736842105263,2.1104626233670953,0.01,0.1,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,1.0,0.0
1,fusion_trial_delta,,0.5411890919158361,0.5453858024691358,0.9972310924913155,0.01,1.0,0.1
1,fusion_trial_delta,,0.42200304540420824,0.4215797694850518,1.1984959987184474,0.01,1.0,0.25
1,fusion_trial_delta,,0.3710548172757475,0.36904633107164747,1.746298958770656,0.01,1.0,0.5
1,fusion_trial_delta,,0.3633028792912514,0.3606075125062467,2.410567553702763,0.01,1.0,0.75
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,2.8338720758412013,0.01,1.0,0.9
1,fusion_trial_delta,,0.35555094130675524,0.3519610663598005,3.1219796198988132,0.01,1.0,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,10.0,0.0
1,fusion_trial_delta,,0.4583402547065338,0.4599722827570929,1.0351143609334634,0.01,10.0,0.1
1,fusion_trial_delta,,0.4038344407530454,0.4022496914063179,1.3913944421891835,0.01,10.0,0.25
1,fusion_trial_delta,,0.380578626799557,0.3776123518059002,2.2655024468491174,0.01,10.0,0.5
1,fusion_trial_delta,,0.3633028792912514,0.3606075125062467,3.2556107745178484,0.01,10.0,0.75
1,fusion_trial_delta,,0.3633028792912514,0.3606075125062467,3.869976522733758,0.01,10.0,0.9
1,fusion_trial_delta,,0.35555094130675524,0.35202991452991456,4.284113337560815,0.01,10.0,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.7814126026539684,0.1,0.001,0.0
1,fusion_trial_delta,,0.6198435769656699,0.618706271864068,0.7905564937783683,0.1,0.001,0.1
1,fusion_trial_delta,,0.6397840531561462,0.638784774279527,0.8121930698079828,0.1,0.001,0.25
1,fusion_trial_delta,,0.6103197674418605,0.6067584186599236,0.8719692471678833,0.1,0.001,0.5
1,fusion_trial_delta,,0.5290143964562569,0.5256268292809724,0.9645977045726192,0.1,0.001,0.75
1,fusion_trial_delta,,0.44172895902547066,0.43969806141705264,1.0367056985655327,0.1,0.001,0.9
1,fusion_trial_delta,,0.3874653931339978,0.3862017075118236,1.0916366830739774,0.1,0.001,1.0
1,fusion_trial_delta,,0.6103197674418605,0.6079887657980966,0.7814126026539684,0.1,0.01,0.0
1,fusion_trial_delta,,0.6293673864894795,0.6283681076128603,0.7896337069562308,0.1,0.01,0.1
1,fusion_trial_delta,,0.6198435769656699,0.6170349922279927,0.8228042703202438,0.1,0.01,0.25
1,fusion_trial_delta,,0.524563953488372,0.5273247807494382,0.9345906679523329,0.1,0.01,0.5
1,fusion_trial_delta,,0.4383997785160576,0.4392820170597948,1.1127174596911051,0.1,0.01,0.75
1,fusion_trial_delta,,0.4056201550387597,0.405590199686499,1.247416584640126,0.1,0.01,0.9
